	filename	sentence_nr	sentence	matches	sentence_density	paragraph_density
39357	Beckford_Vathek	886	On crachera sur ton corps, les chauves-souris feront leur nid de ton ventre.	4	0.285714285714286	0.054021608643457
172460	Gorjy_Voyage	1193	Ses longues paupières se levèrent, et me laissèrent voir deux yeux pleins d'expression.	4	0.285714285714286	0.192307692307692
258104	Loaisel_Lucile	1526	“ton âme est fausse, mais ton visage “est le siège des enchantement;	4	0.285714285714286	0.122448979591837
308268	Mirabeau_Rideau	809	Elle écarta les lèvres de mon petit con, qui était d'un rouge vif;	4	0.285714285714286	0.034420289855073
248110	Lesuire_Crime	13348	il me tendait ses petits bras enfantins, par un instinct filial difficile à expliquer.	4	0.285714285714286	0.032921810699589
359966	Retif_AntiJustine	4844	conserve-lui religieusement ton con, ou ne le prête qu'avec sa permission... A présent, céleste mignonne, ta jolie motte va être savonnée et rasée !	7	0.28	0.071895424836601
353044	Puget_Periphas	3827	Tes cheveux aussi dorés que ceux du blond Phébus sont souillés du sang de ton crâne entre'ouvert.	5	0.277777777777778	0.060200668896321
104262	Diderot_Religieuse	2768	elle avait sur son visage la pâleur de la mort, les lèvres blanches et les yeux presque éteints.	5	0.277777777777778	0.073394495412844
474	Anonym_Suzon	200	Sa taille presque gigantesque, son œil enflammé, son regard hardi, ses sourcils noirs et épais, ses membres nerveux ;	5	0.277777777777778	0.072463768115942
494064	Voltaire_Candide	833	C'était un très beau jeune homme, le visage plein, assez blanc, haut en couleur, le sourcil relevé, l'œil vif, l'oreille rouge, les lèvres vermeilles, l'air fier, mais d'une fierté qui n'était ni celle d'un Espagnol ni celle d'un jésuite.	13	0.276595744680851	0.151162790697674
116495	Dorat_Sacrifices	376	Sa figure est imposante et dure, son ton impérieux et brusque;	3	0.272727272727273	0.040485829959514
309736	Mirabeau_Rideau	2277	Ta main, que tu mis sur mon sein, me fit frissonner:	3	0.272727272727273	0.050847457627119
450534	Sade_Aline	8259	Ses beaux cheveux noirs flottant sur son sein d’albâtre, ses yeux superbes tour-à-tour enflammés par le dépit et par la douleur	6	0.272727272727273	0.063492063492064
475576	Segur_Correspondance	6856	Ses yeux, ses sourcils, ses paupières n'ont point été gâtés;	3	0.272727272727273	0.062937062937063
421158	Rousseau_Julie	1806	j’entre dans ta chambre, je pénétré jusqu’à ton cabinet.	3	0.272727272727273	0.050505050505051
469402	Segur_Correspondance	682	Elle avait ses cheveux sur le front, renoués en grosses boucles;	3	0.272727272727273	0.042929292929293
468880	Segur_Correspondance	160	Elle a le teint admirable, de beaux yeux, la bouche très	3	0.272727272727273	0.090909090909091
92537	Diderot_Jacques	1381	et des deux valets noirs, les mains liées derrière le dos.	3	0.272727272727273	0.052238805970149
250449	Lesuire_Crime	15687	Le bon Prêtre lui-même, à genoux, tendait les bras au ciel.	3	0.272727272727273	0.06
106414	Diderot_Religieuse	4920	ses bras étaient croisés sur sa poitrine et sa tête penchée.	3	0.272727272727273	0.037037037037037
420229	Rousseau_Julie	877	le doux son de ta voix y porte une agitation nouvelle;	3	0.272727272727273	0.067039106145251
375772	Reveroni_Pauliska	2016	avant sa large face, qui saupoudrée à la neige, composée d'un front rouge, d'un gros nez bleu, de lèvres cramoisies et un menton orange, ne ressemblait pas mal à l'Arc-en-Ciel.	9	0.272727272727273	0.159420289855072
248398	Lesuire_Crime	13636	“Je restois toujours à genoux, tendant mes bras, demandant grâce.	3	0.272727272727273	0.214285714285714
418275	Rousseau_Emile	18935	mes yeux se ferment, un froid mortel court dans mes veines;	3	0.272727272727273	0.048387096774194
360526	Retif_AntiJustine	5404	J'en remercie votre adorable con, et surtout votre voluptueuse chaussure.	3	0.272727272727273	0.078740157480315
167079	Gerard_Comte	5132	-tu faux tout ce qui surpasse ta faible intelligence, et ôserois	3	0.272727272727273	0.037735849056604
97717	Diderot_Jacques	6561	avec ton mal de gorge tu as fait remplir ta gourde ?	3	0.272727272727273	0.214285714285714
99646	Diderot_Neveu	453	l'extrémité des doigts touchait au bras, les jointures en craquaient ;	3	0.272727272727273	0.14
291518	Marmontel_Incas	5010	Alonzo, pâle et frémissant, lui tend les bras, et le relève.	3	0.272727272727273	0.038659793814433
223523	Lesuire_Aventurier	5554	Elle m'a serré la main, de sa “main mourante.	3	0.272727272727273	0.073394495412844
357449	Retif_AntiJustine	2327	Que ton gros vit mulâtre me pourfende et m'encule !...	3	0.272727272727273	0.070093457943925
104396	Diderot_Religieuse	2902	Je lui baisai le front, les yeux, le visage, les mains ;	3	0.272727272727273	0.0355871886121
376970	Reveroni_Pauliska	3214	puis tout-à-coup, appuie sur son avant-bras, trois dents longues et effroyables	3	0.272727272727273	0.06046511627907
308964	Mirabeau_Rideau	1505	je lui donnais de petits coups sur ses fesses d'ivoire;	3	0.272727272727273	0.047619047619048
278638	Marmontel_Contes	568	Elle lève sur lui de grands yeux bleus mouillés de larmes;	3	0.272727272727273	0.032258064516129
3900	Anonyme_Etourdi	2021	J'ai les yeux vifs, brillants, mais un peu enfoncés, le nez ni grand ni petit, et d'une assez jolie forme ;	6	0.272727272727273	0.155172413793103
212610	Leonard_Lettres	451	Son front où la candeur brille, Ses yeux, sa bouche etamp;	3	0.272727272727273	0.04932735426009
337778	Popeliniere_Daira	2122	il forma ton lit dans ses bras, sur ses genoux, etamp;	3	0.272727272727273	0.036144578313253
356806	Retif_AntiJustine	1684	Or, ta femme, belle, fraîche, pucelle encore, ne l'avait pas...	3	0.272727272727273	0.107594936708861
329583	Nerciat_Etourdi	2021	J'ai les yeux vifs, brillants, mais un peu enfoncés, le nez ni grand ni petit, et d'une assez jolie forme ;	6	0.272727272727273	0.155172413793103
62544	Charriere_Femmes	29	Joséphine avait une fort belle voix que guidait celle d'Emilie.	3	0.272727272727273	0.051470588235294
216119	Leonard_Lettres	3960	il me releva gaiement, me serra dans ses bras me dit;	3	0.272727272727273	0.030534351145038
216732	Leonard_Lettres	4573	Je me suis approchée, les mains jointes, les genoux pliés tremblant;	3	0.272727272727273	0.068181818181818
461646	Sade_Justine	2291	la physionomie douce, ouverte et riante, de beaux yeux, la bouche un peu grande, mais admirablement meublée, et de superbes cheveux blonds.	6	0.272727272727273	0.142857142857143
355038	Puttelange_Roi	1046	Pour cela , faut-il plus qu'un nez retroussé, une bouche mignone et vermeille , dents blanches, des joues incarnates, des yeux bleux et bien fendus , des traits délicats, un sourire enchanteur, drs Note en guise de préface.	10	0.27027027027027	0.112781954887218
438366	Sade_120	596	Une petite gorge et un petit cul, mais tout cela quoique délicat est blanc et moulé, l'esprit romanesque, le cœur tendre, excessivement vertueux et dévote ;	7	0.269230769230769	0.193181818181818
359299	Retif_AntiJustine	4177	Le second était un gros petit homme, très ventru, ayant le vit de mon oncle, la peau comme une écrevisse cuite, pour nez une grosse betterave, de gros sourcils gris, une bouche évasée, et les lèvres hâlées, gercées, des gros mangeurs.	11	0.268292682926829	0.17741935483871
451008	Sade_Aline	8733	elle était belle, fraîche, les yeux extraordinairement vifs et assez bien faite, quoique peu grande;	4	0.266666666666667	0.04950495049505
438764	Sade_120	994	c'était un gras homme d'environ 45 ans, petit trapu, mais frais et gaillard.	4	0.266666666666667	0.050778605280975
271572	Louvet_Fin	2748	Quelle pâleur couvre ces joues que j'ai vues colorées d'un rose si tendre!	4	0.266666666666667	0.032432432432433
306190	Mirabeau_Conversion	1778	Une brune piquante, un teint coloré, de jolis yeux bien noirs où le foutre pétille ;	4	0.266666666666667	0.131147540983607
92248	Diderot_Jacques	1092	Il avait de beaux yeux, un beau visage, un bras et des mains à modeler.	4	0.266666666666667	0.051094890510949
236927	Lesuire_Crime	2165	Un beau matin, la Maréchaussée enfonça nos grilles de fer, et pénétra dans notre souterrain.	4	0.266666666666667	0.04945054945055
226260	Lesuire_Aventurier	8291	Je remontai plus haut, serrai le bras, que le froid l'insensibilité gagnerent bien vite;	4	0.266666666666667	0.156862745098039
355583	Retif_AntiJustine	461	Je veux être honnête femme.---Tu dois ton joli con à ton père, ma charmante fille !	4	0.266666666666667	0.096969696969697
356947	Retif_AntiJustine	1825	Je suis ta putain, ta raccrocheuse... ta sacrée salope... ta passionnée fouteuse... ta tendre fille...	4	0.266666666666667	0.114285714285714
104237	Diderot_Religieuse	2743	J'avais la tête nue, les pieds nus, mes longs cheveux tombaient sur mes épaules ;	4	0.266666666666667	0.068702290076336
298720	Mercier_An	2600	Elle avait à chaque main deux longs rubans couleur de rose, qui semblaient un ornement ;	4	0.266666666666667	0.070454545454546
493273	Voltaire_Candide	42	leurs bouches se rencontrèrent, leurs yeux s'enflammèrent, leurs genoux tremblèrent, leurs mains s'égarèrent.	4	0.266666666666667	0.075471698113208
202579	Lagrave_Sophie	1180	-grands yeux noirs qui, alternativement vifs ou tendres, pénètrent jusqu'aux moindres replis du cœur;	4	0.266666666666667	0.118918918918919
309271	Mirabeau_Rideau	1812	Rose était sur les genoux, appuyée sur les coudes, son con tourné de mon côté;	4	0.266666666666667	0.061855670103093
39547	Beckford_Vathek	1076	une tresse de sa douce chevelure vaut mieux que toute la riche broderie des Indes;	4	0.266666666666667	0.057507987220447
413875	Rousseau_Emile	14535	On peut avoir de plus beaux yeux, une plus belle bouche, une figure plus imposante;	4	0.266666666666667	0.139130434782609
215183	Leonard_Lettres	3024	Un doux souris a brillé sur le visage éteint de votre amie: ô chère maman!	4	0.266666666666667	0.036963696369637
462085	Sade_Justine	2730	Armande se place, ses mains se lient, elle offre un sein d'albâtre et de la plus belle rondeur ;	5	0.263157894736842	0.152542372881356
367870	Retif_Paysanne	7270	Fil fi ! URSULE R**, la belle Ursule, plâtrée de rouge irait gâter son beau teint, sa peau délicate !	5	0.263157894736842	0.049056603773585
263021	Louvet_Annee	3491	Elle a le teint pâle, les yeux rouges, la tête penchée, la respiration lente, la parole brève et entrecoupée;	5	0.263157894736842	0.055555555555556
368880	Retif_Paysanne	8280	l'orangé, le bleu céleste, le gris perle, les étoffes d'or et d'argent pour les mules, etc.	5	0.263157894736842	0.037037037037037
171905	Gorjy_Voyage	638	C'était une grosse commère un peu massive, les couleurs âcres, le sourcil épais et noir, les yeux ardet.....	5	0.263157894736842	0.041322314049587
242416	Lesuire_Crime	7654	irritée va voir, du haut des cieux, ton frère, ton assassin, poursuivre ton amant, l'immoler sous tes yeux.	5	0.263157894736842	0.060606060606061
296331	Mercier_An	211	Vos épaules et vos bras sont emprisonnés, votre corps est comprimé, votre poitrine est serrée, vous ne respirez pas.	5	0.263157894736842	0.136363636363636
458292	Sade_Infortunes	865	Omphale était une femme de trente ans fort grande, d'une figure très douce et très agréable, toutes les fourres très prononcées, des cheveux superbes, la plus belle gorge possible, et les yeux les plus tendres qu'il fût possible de voir ;	11	0.261904761904762	0.085836909871245
315573	Morelly_Naufrage	4727	ses yeux s'éteignent, son corps n'est plus qu'un beau marbre, sa bouche n'exhale plus que de faibles soupirs, etamp;	6	0.260869565217391	0.076923076923077
464200	Sade_Justine	4845	sa figure était pleine de feu, ses yeux petits, noirs et méchants, ses dents belles, et de l'esprit dans tous ses traits ;	6	0.260869565217391	0.103585657370518
305910	Mirabeau_Conversion	1498	Vois, ah vois donc son col collé contre moi, sa tête penchée sur mon visage, ses beaux yeux bleus pleins de larmes ).	6	0.260869565217391	0.047272727272727
97037	Diderot_Jacques	5881	Je rêve », sa poitrine s'élevait, sa voix s'affaiblissait, ses membres tremblaient, ses yeux s'étaient fermés, sa bouche était entrouverte ;	6	0.260869565217391	0.1125
307373	Mirabeau_Conversion	2961	Ramassée dans sa courte épaisseur, un teint d'un jaune vert, de petits yeux enfoncés, battus jusqu'au milieu de deux joues bouffies ;	6	0.260869565217391	0.068085106382979
259006	Loaisel_Lucile	2428	elle tombe sur ses genoux, et son front baissé, son sein palpitant, ses mains tremblantes et serrées l'une dans l'autre, toute son attitude enfin semble	7	0.259259259259259	0.162790697674419
357213	Retif_AntiJustine	2091	Ensuite elle se troussa au-dessus des reins, se parfuma le cul et le con avec une autre fine éponge, tendit le cul, se faça bien le con.	7	0.259259259259259	0.057803468208093
129294	Dulaurens_Imirce	1874	La nature a donné, à celles que tu appelles laides, des grâces qui compensent un nez et des yeux qui ne sont pas moulés à ta fantaisie, une main blanche, un bras rond, une belle gorge, un pied mignon, un... que sais-je?	11	0.255813953488372	0.128440366972477
462712	Sade_Justine	3357	Rien n'est effrayant comme sa figure, la longueur de son nez, l'épaisse obscurité de ses sourcils, ses yeux noirs et méchants, sa grande bouche mal meublée, son front ténébreux et chauve, le son de sa voix effrayant et rauque, ses bras et ses mains énormes ;	12	0.25531914893617	0.105960264900662
491609	Tiphaigne_Galligenes	2820	A des passions fortes, il joignait la plus grande activité d'esprit;	3	0.25	0.051282051282051
466113	Sade_Philosophie	1206	À merveille ce joli petit con vierge s'offre délicieusement à moi ;	3	0.25	0.046153846153846
486023	Souza_Adele	1658	Je fus frappé de la voix douce et tendre de cette religieuse.	3	0.25	0.090909090909091
495505	Voltaire_Candide	2274	Le tendre amant Candide, en voyant sa belle Cunégonde rembrunie, les yeux éraillés, la gorge sèche, les joues ridées, les bras rouges et écaillés, recula trois pas saisi d'horreur, et avança ensuite par bon procédé.	9	0.25	0.157894736842105
466055	Sade_Philosophie	1148	Donnez-moi votre langue, petite friponne... que vos fesses posent sur ma main droite, pendant que ma main gauche va vous chatouiller le clitoris.	6	0.25	0.126436781609195
306431	Mirabeau_Conversion	2019	Que de trésors se développèrent à mes yeux l'une grasse, potelée, offre à mes regards avides une gorge éblouissante ;	5	0.25	0.081395348837209
387013	Riccoboni_LettresFanni	1360	Que j' aime vos lettres, la main qui les écrit, ton esprit, ton cœur, ton toi!	4	0.25	0.039325842696629
497922	Voltaire_Princesse	632	Ses belles mains dressèrent un petit bûcher de girofle et de cannelle.	3	0.25	0.038167938931298
488616	Tiphaigne_Amilec	629	L'aire en étoic fort unie, fort valte et de figure circulaire.	3	0.25	0.053763440860215
307580	Mirabeau_Rideau	121	mes yeux bruns, dont la vivacité était tempérée par un regard doux et tendre, et mes cheveux d'un châtain cendré, se mariaient avantageusement.	6	0.25	0.166666666666667
445208	Sade_Aline	2933	le nez un peu aquilin, de belles dents, de très-jolis détails, et une finesse étonnante dans les traits….	5	0.25	0.043165467625899
466050	Sade_Philosophie	1143	tenez toujours bien à nu cette tête vermeille, ne la recouvrez jamais ;	3	0.25	0.126436781609195
439339	Sade_120	1569	même, et à la fin le beau cul paraît tout à fait.	3	0.25	0.039561777236762
371121	Retif_Paysanne	10521	même, par tes yeux, le poignard d'Alecto dans ton mauvais cœur...	3	0.25	0.05019305019305
416621	Rousseau_Emile	17281	Il a beau lui prendre les mains, la presser dans ses bras;	3	0.25	0.064516129032258
416731	Rousseau_Emile	17391	Les Français d'aujourd'hui ne sont plus ces grands corps blonds etamp;	3	0.25	0.03030303030303
419414	Rousseau_Julie	62	dérobez aux miens vos traits, votre air, vos bras, vos mains, vos blonds cheveux, vos gestes;	4	0.25	0.08421052631579
359314	Retif_AntiJustine	4192	Son regard était affreux, sa bouche dégoûtante, et son nez encore plus.	3	0.25	0.169811320754717
421005	Rousseau_Julie	1653	C’est ta fidélité, ton aveugle amitié, c’est ta malheureuse indulgence	3	0.25	0.032967032967033
425689	Rousseau_Julie	6337	Vainement le peintre a cru rendre exactement tes yeux et tes traits;	3	0.25	0.097165991902834
425729	Rousseau_Julie	6377	c’est l’or de tes cheveux qui doit parer ton visage et non cette rose qui les cache et que ton teint flétrit.	6	0.25	0.073275862068966
395283	Riccoboni_MylordRivers	979	Si le droit le plus fort, malheureusement très-naturel, et très-incontestable;	3	0.25	0.086206896551724
430339	Rousseau_Julie	10987	Les beaux boulingrins de fin gazon d’Angleterre, ronds, carrés, échancrés, ovales!	3	0.25	0.097222222222222
432686	Rousseau_Julie	13334	Je vis Julie à genoux, les mains jointes et tout en larmes.	3	0.25	0.038461538461539
356975	Retif_AntiJustine	1853	Puis, lui glissant la main sur la jambe, je lui dis : «	3	0.25	0.059090909090909
438365	Sade_120	595	, les yeux très tendres et d'un joli bleu animé, elle a toute la tournure d'une héroïne de roman, le cou long et bien attaché, la bouche un peu grande, c'est son seul défaut.	9	0.25	0.193181818181818
355050	Puttelange_Roi	1058	Un grand clair de lune, une fraîcheur bienfesante invitaient à se promener.	3	0.25	0.085585585585586
314638	Morelly_Naufrage	3792	les membres vigoureux, ou qu'un cœur plein de force, puisse laisser les membres sans vigueur?	4	0.25	0.042944785276074
353477	Puget_Periphas	4260	Leur maintien noble, leur taille avantageuse, leurs traits délicats, la pudeur pleine de charmes, des yeux étincelant de feu où se peignait la plus vive lumière du jour frappèrent Periphas d'admiration.	8	0.25	0.046092184368738
441496	Sade_120	3726	Il lui arrache plusieurs ongles de doigts des mains ou des pieds.	3	0.25	0.048883604174924
349305	Puget_Periphas	88	Le prince abandonné lève les yeux, tend les mains vers le Ciel;	3	0.25	0.046511627906977
339113	Popeliniere_Daira	3457	de Rubis, une gorge d'albâtre que plusieurs cordons de Perles etamp;	3	0.25	0.039017341040463
447007	Sade_Aline	4732	il était grand, d’une figure agréable, le port noble, le sourire gracieux, l’œil vif, le front orné des plus beaux cheveux blancs, et réunissant enfin à l’agrément de l’âge mûr toute la majesté de la vieillesse.	10	0.25	0.180327868852459
330900	Nerciat_Felicia	907	À la fin, pénétré d'étonnement, il jeta les yeux sur moi ;	3	0.25	0.038461538461539
330706	Nerciat_Felicia	713	Une partie de ses beaux cheveux blonds, échappée du chignon, flottait sur un cou d'albâtre.	4	0.25	0.053968253968254
460756	Sade_Justine	1401	elle réunissait tous les charmes les plus capables de faire sensation : une taille de nymphe, une figure ronde, fraîche, extraordinairement animée, des traits mignons et piquants, la plus jolie bouche possible, de très grands yeux noirs, pleins d'âme et de sentiment, des cheveux châtains tombant au bas de sa ceinture, la peau d'un éclat... d'une finesse incroyables ;	15	0.25	0.075862068965517
464546	Sade_Justine	5191	ce personnage gros et replet, d'une figure sombre et farouche, pouvait avoir environ cinquante ans ;	4	0.25	0.071661237785016
324764	Nerciat_Aphrodites	7340	La plus jolie taille du monde: tu vois ses grands yeux d'azur, et sa bouche moins fendue qu'eux.	5	0.25	0.131578947368421
319786	Nerciat_Aphrodites	2362	tes cils fournis n'ont-ils pas chatouillé délicieusement mes lèvres amoureuses!	3	0.25	0.095890410958904
318383	Nerciat_Aphrodites	959	Elle promène une main caressante sur les belles fesses de l'enfilée ;	3	0.25	0.16
314671	Morelly_Naufrage	3825	les autres, la pâleur sur le visage, le regard fixe, la bouche béante, les cheveux hérissés de frayeur, humblement prosternés, supplient l'ennemi, qui, sourd à leur voix, leur plonge le fer dans le sein, ou les charge des fers d'une honteuse captivité.	11	0.25	0.042335766423358
384805	Riccoboni_LettresAdelaide	3245	refuser une femme de seize ans, noble, riche et jolie, c' est faire un grand sacrifice.	4	0.25	0.038834951456311
305765	Mirabeau_Conversion	1353	Ma voix mâle et sonore, mes accent prononcés se mêlèrent à ceux de ces filles timides...	4	0.25	0.048458149779736
295328	Merard_Bergeries	1576	tes cheveux se hérissent sur ta tête, et ressemblent à des feuillages;	3	0.25	0.104761904761905
228416	Lesuire_Aventurier	10447	Il posa sur sa tête une fausse chevelure qui le rendit méconnoissable;	3	0.25	0.035353535353535
297191	Mercier_An	1071	La voix des enfants mêmes était formée à un plein chant majestueux.	3	0.25	0.062015503875969
105246	Diderot_Religieuse	3752	« Déparer cette tête arracher ces cheveux charger ce front de souci ...	3	0.25	0.071803852889667
296274	Mercier_An	154	, j'avais deux os saillans au dessous des yeux, un long nez, et une couleur pâle et blême était répandue sur toute ma figure.	6	0.25	0.107784431137725
102199	Diderot_Religieuse	705	elle avait le visage sévère, le regard fixe et les traits immobiles ;	3	0.25	0.102040816326531
21266	Arnaud_Sentiment	5623	J'ai besoin de tes conseils, de ton amitié, de ta compassion;	3	0.25	0.072164948453608
294624	Merard_Bergeries	872	L'amour est un sentiment vif, doux, impétueux, qui pénétré nos âmes.	3	0.25	0.044982698961938
24387	Arnaud_Sentiment	8744	J'en mourrai, ajoute-t-elle d'une voix basse et éteinte.	3	0.25	0.034090909090909
223893	Lesuire_Aventurier	5924	Ma peau blanche me donnait une figure tout-à-fait différente de la leur.	3	0.25	0.090909090909091
226147	Lesuire_Aventurier	8178	elle me tendit, avec effort, sa belle main, anche comme l'albâtre.	3	0.25	0.137254901960784
273656	Louvet_Fin	4832	, épargne tant de charmes, épargne cette peau fine et blanche, et ces petites mains si douces,	4	0.25	0.073619631901841
202580	Lagrave_Sophie	1181	une bouche fraîche, ornée des plus belles dents, sur laquelle un léger sourire va toujours voltigeant;	4	0.25	0.118918918918919
233692	Lesuire_Aventurier	15723	Je voyais la gorge s'élever s'abaisser, des yeux touchant m'adresser des regards passionnés.	4	0.25	0.032894736842105
75235	Cottin_Claire	1502	Ta main peut-elle presser la sienne sans être déchirée d'épines ?	3	0.25	0.04031007751938
237137	Lesuire_Crime	2375	Je conduis de front plusieurs intrigues dont ta pauvre cervelle serait bouleversée.	3	0.25	0.102564102564103
269404	Louvet_Fin	580	où donc est ton plus grand charme? où réside ta véritable puissance?	3	0.25	0.03125
71314	Constant_Laure1	1562	un sourire fin et plein de grâces, une physionomie douce et spirituelle, les couleurs et la fraîcheur de la jeunesse;	5	0.25	0.051094890510949
257622	Loaisel_Lucile	1044	Ses genoux chancellent, et ses mains, faible appui de son corps pesant, s'enfoncent dans la terre humide, et semblent indiquer son dernier asile.	6	0.25	0.194444444444444
63254	Charriere_Femmes	739	Tout à coup, en se retournant, elle voit Joséphine fort pâle, et les yeux fort gonflés.	4	0.25	0.102941176470588
251149	Loaisel_Ainsi	522	je suis ton amant, ton ami, ton serviteur le plus dévoué, ton esclave le plus soumis;	4	0.25	0.040061633281972
255263	Loaisel_Comtesse	663	Ses genoux chancellent, et ses mains, faible appui de son corps pesant, s'enfoncent dans la terre humide, et semblent indiquer son dernier asile.	6	0.25	0.092436974789916
297591	Mercier_An	1471	Une voix douce invite au devoir, tout devient facile, aisé, même agréable.	3	0.25	0.048951048951049
53702	Berquin_Enfants	2180	Eugène rentra au logis avec un énorme bouquet, derrière lequel toute sa tête pouvait se cacher.	4	0.25	0.115384615384615
186669	LaPlace_Collection	1389	Eh! qui peut me presser de beigner mes mains dans ton sang!	3	0.25	0.051282051282051
193271	Laclos_Liaisons	1158	Pendant la route, ma belle Présidente, plus rêveuse qu'à l'ordinaire	3	0.25	0.060810810810811
304701	Mirabeau_Conversion	289	des cheveux noirs et crépus ombragent un front court, deux larges sourcils donnent plus de dureté à des yeux ardet, sa bouche est vaste ;	6	0.25	0.121495327102804
158716	Genlis_Chevaliers	6680	elle avait pour tout vêtement une chemise mouillée et excessivement courte, et une longue chevelure noire, abattue sur ses épaules et sur sa gorge.	6	0.25	0.031091011871114
171323	Gorjy_Voyage	56	L'enfant avait une grosse mine bien rouge, et des yeux!......	3	0.25	0.088235294117647
129588	Dulaurens_Imirce	2168	ouvrage sec, fort sec et très sec, avec un beau catalogue des conseillers et des procureurs du Parlement de Flandres.	5	0.25	0.12280701754386
130786	Dulaurens_Imirce	3366	l'enfer est rempli de petites roues crochues, carrées, dures et raboteuses.	3	0.25	0.041237113402062
120948	Dorat_Sacrifices	4829	Mes cheveux étaient épars, mon air égaré, mon front pâle encore des terreurs de la nuit.	4	0.25	0.083333333333333
197526	Laclos_Liaisons	5413	comment la tête se détourne et les regards se baissent, tandis que les discours, toujours prononcés d'une voix faible, deviennent rares et entrecoupés.	6	0.25	0.077464788732394
201046	Laclos_Liaisons	8933	Quand nous rentrâmes, la figure de la malade était calme et sereine ;	3	0.25	0.045454545454546
438957	Sade_120	1187	Leurs cheveux négligement relevés de quelques boucles sur les côtés étaient absolument libres et flottants par derrière et simplement noués d'un ruban de la couleur préscrite, un poudre très parfumé et d'une tinte entre le gris et le rose colorait leur chevelure, leur sourcils très soignés et communéments peints en noir, joints à une légère teinte de rouge toujours dans leurs joues achevaient de relever l'éclat de leur beauté, leur tête était toujours nue, un bas de soie blanc à coins brodé de rose couvrait les jambes qu'un soulier gris attaché d'un gros nœud rose chaussait agréablement.	25	0.245098039215686	0.04365379762806
437877	Sade_120	107	Il était âgé de 45 ans, la physionomie très fine, d'assez jolis yeux, mais une vilaine bouche et des vilaines dents, le corps blanc sans poils, le cul petit mais bien pris et le vit de 5 pouces de tour et 6 de long.	11	0.244444444444444	0.033707865168539
438001	Sade_120	231	, une bouche délicieuse, une taille très bien prise quoique peu grande, bien en chair, la peau un peu brun, mais douce et belle, le cul un peu gros, mais moulé, l'ensemble des fesses le plus voluptueux qui pût s'offrir à l'œil du libertin, une motte brune et jolie, le con un peu bas ce qu'on appelle à l'anglaise, mais parfaitement étroite et quand on l'offrit à l'assemblée, elle était exactement pucelle	19	0.243589743589743	0.058554138043834
496837	Voltaire_Homme	1208	Un homme noir, assez mal mis, le dos voûté, la tête penchée sur une épaule, l'œil hagard, les mains fort sales, vint le conjurer de lui donner à souper avec ses ennemis.	8	0.242424242424242	0.140350877192982
306587	Mirabeau_Conversion	2175	Tu connais cette jolie petite, elle est faite comme un ange, pétrie de la main des Grâces, le plus beau teint, la peau la plus fine, la gorge ravissante.	7	0.241379310344828	0.145454545454545
465048	Sade_Philosophie	141	Si tu voyais les jolis sourcils qui les couronnent... les intéressantes paupières qui les bordent, sa bouche est très petite, ses dents superbes, et tout cela d'une fraîcheur...	7	0.241379310344828	0.112781954887218
94480	Diderot_Jacques	3324	un grand homme, bien fait, un peu sec, l'air noble et sévère, le jarret bien tendu, deux petits points rouges à la tempe droite.	6	0.24	0.166666666666667
147002	Genlis_Adele	7435	je fixe un instant mes yeux sur son visage éclairé par la lampe, ses cheveux paraissaient hérissés sur sa tête, il était pâle et tremblant...	6	0.24	0.047244094488189
332882	Nerciat_Felicia	2889	sa taille, aussi souple que noble, était dégagée de cette contrainte que nous reprochons au plus grand nombre de ses compatriotes.	5	0.238095238095238	0.087837837837838
151814	Genlis_Adele	12247	Dans d'autres moment, il s'écriait avec une voix étouffée, un accent déchirant: ôtez ces cheveux, ôtez ces cheveux... .	5	0.238095238095238	0.04
307374	Mirabeau_Conversion	2962	des cheveux à moitié du front, une bouche énorme et meublée de clous de gérofle, un cou noir : et puis... Serviteur ;	5	0.238095238095238	0.068085106382979
373710	Retif_Paysanne	13110	et il avait encore, quoique cave et décharné, cet air vénérable et doux, qui le rendait le plus gracieux des vieillards.	5	0.238095238095238	0.053635280095352
465045	Sade_Philosophie	138	Eh bien mon ami, ses cheveux châtains qu'à peine on peut empoigner, lui descendent au bas des fesses, son teint est d'une blancheur éblouissante, son nez un peu aquilin, ses yeux d'un noir d'ébène, et d'une ardeur...	10	0.238095238095238	0.112781954887218
296338	Mercier_An	218	Ses cheveux proprement tressés formaient un nœud derrière sa tête , et un léger soupçon de poudre leur laissait leur couleur naturelle.	5	0.238095238095238	0.1
459387	Sade_Justine	32	un air de vierge, de grands yeux bleus, pleins d'âme et d'intérêt, une peau éblouissante, une taille souple et flexible, un organe touchant, des dents d'ivoire et les plus beaux cheveux blonds, voilà l'esquisse de cette cadette charmante, dont les grâces naïves et les traits délicats sont au-dessus de nos pinceaux.	13	0.236363636363636	0.07725321888412
64022	Charriere_Femmes	1507	Théobald est beau, la mariée est belle, et quand vous reviendrez, ce sera un fort beau cortège;	4	0.235294117647059	0.039325842696629
137106	Florian_Galatee	626	Ses regards languissants, l'arc de ses noirs sourcils, Retiennent tous les cœurs dans un doux esclavage.	4	0.235294117647059	0.212121212121212
54036	Berquin_Enfants	2514	appuie ton visage dessus pour te fermer les yeux, et mets ton autre main sur le dos.	4	0.235294117647059	0.138888888888889
